Token	POS-Tag	OOV	Id	Index	__next__	Granularidade	Documento
seu	DET	0	9	111	1202	0	Um total de 549 pessoas morreram , 3.043 ficaram feridas e 295 estão desaparecidas em razão das enchentes que recentemente afetaram a Coréia do Norte , informou hoje um jornal pró norte-coreano publicado no Japão , que citou fontes oficiais de Pyongyang . Segundo o jornal ' Choson Sinbo ' , publicado pela Associação de Residentes Coreanos no Japão , que é próxima ao regime comunista da Coréia do Norte , as fortes chuvas que alagaram grande parte desse país na segunda metade de julho provocaram ' muitos danos ' . A agência sul-coreana Yonhap disse na sexta-feira que um alto funcionário de Pyongyang pediu o envio urgente de alimentos para seu país .
país	NOUN	0	9	112	1203	0	Um total de 549 pessoas morreram , 3.043 ficaram feridas e 295 estão desaparecidas em razão das enchentes que recentemente afetaram a Coréia do Norte , informou hoje um jornal pró norte-coreano publicado no Japão , que citou fontes oficiais de Pyongyang . Segundo o jornal ' Choson Sinbo ' , publicado pela Associação de Residentes Coreanos no Japão , que é próxima ao regime comunista da Coréia do Norte , as fortes chuvas que alagaram grande parte desse país na segunda metade de julho provocaram ' muitos danos ' . A agência sul-coreana Yonhap disse na sexta-feira que um alto funcionário de Pyongyang pediu o envio urgente de alimentos para seu país .
.	PUNCT	0	9	113	1204	0	Um total de 549 pessoas morreram , 3.043 ficaram feridas e 295 estão desaparecidas em razão das enchentes que recentemente afetaram a Coréia do Norte , informou hoje um jornal pró norte-coreano publicado no Japão , que citou fontes oficiais de Pyongyang . Segundo o jornal ' Choson Sinbo ' , publicado pela Associação de Residentes Coreanos no Japão , que é próxima ao regime comunista da Coréia do Norte , as fortes chuvas que alagaram grande parte desse país na segunda metade de julho provocaram ' muitos danos ' . A agência sul-coreana Yonhap disse na sexta-feira que um alto funcionário de Pyongyang pediu o envio urgente de alimentos para seu país .
8	['DET', 'NOUN', 'ADP', 'NUM', 'NOUN', 'VERB', 'PUNCT', 'NUM', 'VERB', 'VERB', 'CCONJ', 'NUM', 'AUX', 'ADJ', 'ADP', 'NOUN', 'ADP', 'NOUN', 'PRON', 'ADV', 'VERB', 'DET', 'PROPN', 'ADP', 'PROPN', 'PUNCT', 'VERB', 'ADV', 'DET', 'NOUN', 'ADJ', 'NOUN', 'VERB', 'ADP', 'PROPN', 'PUNCT', 'PRON', 'VERB', 'NOUN', 'ADJ', 'ADP', 'PROPN', 'PUNCT', 'ADP', 'DET', 'NOUN', 'PUNCT', 'PROPN', 'PROPN', 'PUNCT', 'PUNCT', 'VERB', 'ADP', 'PROPN', 'ADP', 'PROPN', 'PROPN', 'ADP', 'PROPN', 'PUNCT', 'PRON', 'AUX', 'ADJ', 'ADP', 'NOUN', 'ADJ', 'ADP', 'PROPN', 'ADP', 'PROPN', 'PUNCT', 'DET', 'ADJ', 'NOUN', 'PRON', 'VERB', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'VERB', 'PUNCT', 'DET', 'NOUN', 'PUNCT', 'PUNCT', 'DET', 'NOUN', 'ADJ', 'PROPN', 'VERB', 'ADP', 'NOUN', 'SCONJ', 'DET', 'ADJ', 'NOUN', 'ADP', 'PROPN', 'VERB', 'DET', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']	[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]	9	-1		1	Um total de 549 pessoas morreram , 3.043 ficaram feridas e 295 estão desaparecidas em razão das enchentes que recentemente afetaram a Coréia do Norte , informou hoje um jornal pró norte-coreano publicado no Japão , que citou fontes oficiais de Pyongyang . Segundo o jornal ' Choson Sinbo ' , publicado pela Associação de Residentes Coreanos no Japão , que é próxima ao regime comunista da Coréia do Norte , as fortes chuvas que alagaram grande parte desse país na segunda metade de julho provocaram ' muitos danos ' . A agência sul-coreana Yonhap disse na sexta-feira que um alto funcionário de Pyongyang pediu o envio urgente de alimentos para seu país .
Quinze	NUM	1	10	0	1206	0	Quinze voluntários da ONG francesa ' Ação Contra a Fome ( ACF ) ' foram assassinados no nordeste do Sri Lanka , informou hoje um porta-voz da organização . Os crimes aconteceram na cidade de Muttur , que durante as últimas duas semanas vive graves conflitos entre as tropas do Exército do Sri Lanka e a guerrilha dos Tigres de Libertação da Pátria Tâmil ( LTTE ) . Ainda não se sabe quem cometeu os assassinatos dos funcionários da organização francesa . O violento conflito começou em 26 de julho , quando as tropas aéreas do governo O governo diz estar comprometido com a trégua , mas a situação política com os rebeldes , que lutam pela independência do norte e do leste do país , permanece em um impasse .
voluntários	NOUN	0	10	1	1207	0	Quinze voluntários da ONG francesa ' Ação Contra a Fome ( ACF ) ' foram assassinados no nordeste do Sri Lanka , informou hoje um porta-voz da organização . Os crimes aconteceram na cidade de Muttur , que durante as últimas duas semanas vive graves conflitos entre as tropas do Exército do Sri Lanka e a guerrilha dos Tigres de Libertação da Pátria Tâmil ( LTTE ) . Ainda não se sabe quem cometeu os assassinatos dos funcionários da organização francesa . O violento conflito começou em 26 de julho , quando as tropas aéreas do governo O governo diz estar comprometido com a trégua , mas a situação política com os rebeldes , que lutam pela independência do norte e do leste do país , permanece em um impasse .
da	ADP	0	10	2	1208	0	Quinze voluntários da ONG francesa ' Ação Contra a Fome ( ACF ) ' foram assassinados no nordeste do Sri Lanka , informou hoje um porta-voz da organização . Os crimes aconteceram na cidade de Muttur , que durante as últimas duas semanas vive graves conflitos entre as tropas do Exército do Sri Lanka e a guerrilha dos Tigres de Libertação da Pátria Tâmil ( LTTE ) . Ainda não se sabe quem cometeu os assassinatos dos funcionários da organização francesa . O violento conflito começou em 26 de julho , quando as tropas aéreas do governo O governo diz estar comprometido com a trégua , mas a situação política com os rebeldes , que lutam pela independência do norte e do leste do país , permanece em um impasse .
ONG	PROPN	0	10	3	1209	0	Quinze voluntários da ONG francesa ' Ação Contra a Fome ( ACF ) ' foram assassinados no nordeste do Sri Lanka , informou hoje um porta-voz da organização . Os crimes aconteceram na cidade de Muttur , que durante as últimas duas semanas vive graves conflitos entre as tropas do Exército do Sri Lanka e a guerrilha dos Tigres de Libertação da Pátria Tâmil ( LTTE ) . Ainda não se sabe quem cometeu os assassinatos dos funcionários da organização francesa . O violento conflito começou em 26 de julho , quando as tropas aéreas do governo O governo diz estar comprometido com a trégua , mas a situação política com os rebeldes , que lutam pela independência do norte e do leste do país , permanece em um impasse .
francesa	ADJ	0	10	4	1210	0	Quinze voluntários da ONG francesa ' Ação Contra a Fome ( ACF ) ' foram assassinados no nordeste do Sri Lanka , informou hoje um porta-voz da organização . Os crimes aconteceram na cidade de Muttur , que durante as últimas duas semanas vive graves conflitos entre as tropas do Exército do Sri Lanka e a guerrilha dos Tigres de Libertação da Pátria Tâmil ( LTTE ) . Ainda não se sabe quem cometeu os assassinatos dos funcionários da organização francesa . O violento conflito começou em 26 de julho , quando as tropas aéreas do governo O governo diz estar comprometido com a trégua , mas a situação política com os rebeldes , que lutam pela independência do norte e do leste do país , permanece em um impasse .
'	PUNCT	0	10	5	1211	0	Quinze voluntários da ONG francesa ' Ação Contra a Fome ( ACF ) ' foram assassinados no nordeste do Sri Lanka , informou hoje um porta-voz da organização . Os crimes aconteceram na cidade de Muttur , que durante as últimas duas semanas vive graves conflitos entre as tropas do Exército do Sri Lanka e a guerrilha dos Tigres de Libertação da Pátria Tâmil ( LTTE ) . Ainda não se sabe quem cometeu os assassinatos dos funcionários da organização francesa . O violento conflito começou em 26 de julho , quando as tropas aéreas do governo O governo diz estar comprometido com a trégua , mas a situação política com os rebeldes , que lutam pela independência do norte e do leste do país , permanece em um impasse .
Ação	PROPN	0	10	6	1212	0	Quinze voluntários da ONG francesa ' Ação Contra a Fome ( ACF ) ' foram assassinados no nordeste do Sri Lanka , informou hoje um porta-voz da organização . Os crimes aconteceram na cidade de Muttur , que durante as últimas duas semanas vive graves conflitos entre as tropas do Exército do Sri Lanka e a guerrilha dos Tigres de Libertação da Pátria Tâmil ( LTTE ) . Ainda não se sabe quem cometeu os assassinatos dos funcionários da organização francesa . O violento conflito começou em 26 de julho , quando as tropas aéreas do governo O governo diz estar comprometido com a trégua , mas a situação política com os rebeldes , que lutam pela independência do norte e do leste do país , permanece em um impasse .
Contra	PROPN	0	10	7	1213	0	Quinze voluntários da ONG francesa ' Ação Contra a Fome ( ACF ) ' foram assassinados no nordeste do Sri Lanka , informou hoje um porta-voz da organização . Os crimes aconteceram na cidade de Muttur , que durante as últimas duas semanas vive graves conflitos entre as tropas do Exército do Sri Lanka e a guerrilha dos Tigres de Libertação da Pátria Tâmil ( LTTE ) . Ainda não se sabe quem cometeu os assassinatos dos funcionários da organização francesa . O violento conflito começou em 26 de julho , quando as tropas aéreas do governo O governo diz estar comprometido com a trégua , mas a situação política com os rebeldes , que lutam pela independência do norte e do leste do país , permanece em um impasse .
a	PROPN	0	10	8	1214	0	Quinze voluntários da ONG francesa ' Ação Contra a Fome ( ACF ) ' foram assassinados no nordeste do Sri Lanka , informou hoje um porta-voz da organização . Os crimes aconteceram na cidade de Muttur , que durante as últimas duas semanas vive graves conflitos entre as tropas do Exército do Sri Lanka e a guerrilha dos Tigres de Libertação da Pátria Tâmil ( LTTE ) . Ainda não se sabe quem cometeu os assassinatos dos funcionários da organização francesa . O violento conflito começou em 26 de julho , quando as tropas aéreas do governo O governo diz estar comprometido com a trégua , mas a situação política com os rebeldes , que lutam pela independência do norte e do leste do país , permanece em um impasse .
Fome	PROPN	1	10	9	1215	0	Quinze voluntários da ONG francesa ' Ação Contra a Fome ( ACF ) ' foram assassinados no nordeste do Sri Lanka , informou hoje um porta-voz da organização . Os crimes aconteceram na cidade de Muttur , que durante as últimas duas semanas vive graves conflitos entre as tropas do Exército do Sri Lanka e a guerrilha dos Tigres de Libertação da Pátria Tâmil ( LTTE ) . Ainda não se sabe quem cometeu os assassinatos dos funcionários da organização francesa . O violento conflito começou em 26 de julho , quando as tropas aéreas do governo O governo diz estar comprometido com a trégua , mas a situação política com os rebeldes , que lutam pela independência do norte e do leste do país , permanece em um impasse .
(	PUNCT	0	10	10	1216	0	Quinze voluntários da ONG francesa ' Ação Contra a Fome ( ACF ) ' foram assassinados no nordeste do Sri Lanka , informou hoje um porta-voz da organização . Os crimes aconteceram na cidade de Muttur , que durante as últimas duas semanas vive graves conflitos entre as tropas do Exército do Sri Lanka e a guerrilha dos Tigres de Libertação da Pátria Tâmil ( LTTE ) . Ainda não se sabe quem cometeu os assassinatos dos funcionários da organização francesa . O violento conflito começou em 26 de julho , quando as tropas aéreas do governo O governo diz estar comprometido com a trégua , mas a situação política com os rebeldes , que lutam pela independência do norte e do leste do país , permanece em um impasse .
ACF	PROPN	1	10	11	1217	0	Quinze voluntários da ONG francesa ' Ação Contra a Fome ( ACF ) ' foram assassinados no nordeste do Sri Lanka , informou hoje um porta-voz da organização . Os crimes aconteceram na cidade de Muttur , que durante as últimas duas semanas vive graves conflitos entre as tropas do Exército do Sri Lanka e a guerrilha dos Tigres de Libertação da Pátria Tâmil ( LTTE ) . Ainda não se sabe quem cometeu os assassinatos dos funcionários da organização francesa . O violento conflito começou em 26 de julho , quando as tropas aéreas do governo O governo diz estar comprometido com a trégua , mas a situação política com os rebeldes , que lutam pela independência do norte e do leste do país , permanece em um impasse .
)	PUNCT	0	10	12	1218	0	Quinze voluntários da ONG francesa ' Ação Contra a Fome ( ACF ) ' foram assassinados no nordeste do Sri Lanka , informou hoje um porta-voz da organização . Os crimes aconteceram na cidade de Muttur , que durante as últimas duas semanas vive graves conflitos entre as tropas do Exército do Sri Lanka e a guerrilha dos Tigres de Libertação da Pátria Tâmil ( LTTE ) . Ainda não se sabe quem cometeu os assassinatos dos funcionários da organização francesa . O violento conflito começou em 26 de julho , quando as tropas aéreas do governo O governo diz estar comprometido com a trégua , mas a situação política com os rebeldes , que lutam pela independência do norte e do leste do país , permanece em um impasse .
'	PUNCT	0	10	13	1219	0	Quinze voluntários da ONG francesa ' Ação Contra a Fome ( ACF ) ' foram assassinados no nordeste do Sri Lanka , informou hoje um porta-voz da organização . Os crimes aconteceram na cidade de Muttur , que durante as últimas duas semanas vive graves conflitos entre as tropas do Exército do Sri Lanka e a guerrilha dos Tigres de Libertação da Pátria Tâmil ( LTTE ) . Ainda não se sabe quem cometeu os assassinatos dos funcionários da organização francesa . O violento conflito começou em 26 de julho , quando as tropas aéreas do governo O governo diz estar comprometido com a trégua , mas a situação política com os rebeldes , que lutam pela independência do norte e do leste do país , permanece em um impasse .
foram	AUX	0	10	14	1220	0	Quinze voluntários da ONG francesa ' Ação Contra a Fome ( ACF ) ' foram assassinados no nordeste do Sri Lanka , informou hoje um porta-voz da organização . Os crimes aconteceram na cidade de Muttur , que durante as últimas duas semanas vive graves conflitos entre as tropas do Exército do Sri Lanka e a guerrilha dos Tigres de Libertação da Pátria Tâmil ( LTTE ) . Ainda não se sabe quem cometeu os assassinatos dos funcionários da organização francesa . O violento conflito começou em 26 de julho , quando as tropas aéreas do governo O governo diz estar comprometido com a trégua , mas a situação política com os rebeldes , que lutam pela independência do norte e do leste do país , permanece em um impasse .
assassinados	VERB	1	10	15	1221	0	Quinze voluntários da ONG francesa ' Ação Contra a Fome ( ACF ) ' foram assassinados no nordeste do Sri Lanka , informou hoje um porta-voz da organização . Os crimes aconteceram na cidade de Muttur , que durante as últimas duas semanas vive graves conflitos entre as tropas do Exército do Sri Lanka e a guerrilha dos Tigres de Libertação da Pátria Tâmil ( LTTE ) . Ainda não se sabe quem cometeu os assassinatos dos funcionários da organização francesa . O violento conflito começou em 26 de julho , quando as tropas aéreas do governo O governo diz estar comprometido com a trégua , mas a situação política com os rebeldes , que lutam pela independência do norte e do leste do país , permanece em um impasse .
no	ADP	0	10	16	1222	0	Quinze voluntários da ONG francesa ' Ação Contra a Fome ( ACF ) ' foram assassinados no nordeste do Sri Lanka , informou hoje um porta-voz da organização . Os crimes aconteceram na cidade de Muttur , que durante as últimas duas semanas vive graves conflitos entre as tropas do Exército do Sri Lanka e a guerrilha dos Tigres de Libertação da Pátria Tâmil ( LTTE ) . Ainda não se sabe quem cometeu os assassinatos dos funcionários da organização francesa . O violento conflito começou em 26 de julho , quando as tropas aéreas do governo O governo diz estar comprometido com a trégua , mas a situação política com os rebeldes , que lutam pela independência do norte e do leste do país , permanece em um impasse .
nordeste	NOUN	0	10	17	1223	0	Quinze voluntários da ONG francesa ' Ação Contra a Fome ( ACF ) ' foram assassinados no nordeste do Sri Lanka , informou hoje um porta-voz da organização . Os crimes aconteceram na cidade de Muttur , que durante as últimas duas semanas vive graves conflitos entre as tropas do Exército do Sri Lanka e a guerrilha dos Tigres de Libertação da Pátria Tâmil ( LTTE ) . Ainda não se sabe quem cometeu os assassinatos dos funcionários da organização francesa . O violento conflito começou em 26 de julho , quando as tropas aéreas do governo O governo diz estar comprometido com a trégua , mas a situação política com os rebeldes , que lutam pela independência do norte e do leste do país , permanece em um impasse .
do	ADP	0	10	18	1224	0	Quinze voluntários da ONG francesa ' Ação Contra a Fome ( ACF ) ' foram assassinados no nordeste do Sri Lanka , informou hoje um porta-voz da organização . Os crimes aconteceram na cidade de Muttur , que durante as últimas duas semanas vive graves conflitos entre as tropas do Exército do Sri Lanka e a guerrilha dos Tigres de Libertação da Pátria Tâmil ( LTTE ) . Ainda não se sabe quem cometeu os assassinatos dos funcionários da organização francesa . O violento conflito começou em 26 de julho , quando as tropas aéreas do governo O governo diz estar comprometido com a trégua , mas a situação política com os rebeldes , que lutam pela independência do norte e do leste do país , permanece em um impasse .
Sri	PROPN	0	10	19	1225	0	Quinze voluntários da ONG francesa ' Ação Contra a Fome ( ACF ) ' foram assassinados no nordeste do Sri Lanka , informou hoje um porta-voz da organização . Os crimes aconteceram na cidade de Muttur , que durante as últimas duas semanas vive graves conflitos entre as tropas do Exército do Sri Lanka e a guerrilha dos Tigres de Libertação da Pátria Tâmil ( LTTE ) . Ainda não se sabe quem cometeu os assassinatos dos funcionários da organização francesa . O violento conflito começou em 26 de julho , quando as tropas aéreas do governo O governo diz estar comprometido com a trégua , mas a situação política com os rebeldes , que lutam pela independência do norte e do leste do país , permanece em um impasse .
Lanka	PROPN	1	10	20	1226	0	Quinze voluntários da ONG francesa ' Ação Contra a Fome ( ACF ) ' foram assassinados no nordeste do Sri Lanka , informou hoje um porta-voz da organização . Os crimes aconteceram na cidade de Muttur , que durante as últimas duas semanas vive graves conflitos entre as tropas do Exército do Sri Lanka e a guerrilha dos Tigres de Libertação da Pátria Tâmil ( LTTE ) . Ainda não se sabe quem cometeu os assassinatos dos funcionários da organização francesa . O violento conflito começou em 26 de julho , quando as tropas aéreas do governo O governo diz estar comprometido com a trégua , mas a situação política com os rebeldes , que lutam pela independência do norte e do leste do país , permanece em um impasse .
,	PUNCT	0	10	21	1227	0	Quinze voluntários da ONG francesa ' Ação Contra a Fome ( ACF ) ' foram assassinados no nordeste do Sri Lanka , informou hoje um porta-voz da organização . Os crimes aconteceram na cidade de Muttur , que durante as últimas duas semanas vive graves conflitos entre as tropas do Exército do Sri Lanka e a guerrilha dos Tigres de Libertação da Pátria Tâmil ( LTTE ) . Ainda não se sabe quem cometeu os assassinatos dos funcionários da organização francesa . O violento conflito começou em 26 de julho , quando as tropas aéreas do governo O governo diz estar comprometido com a trégua , mas a situação política com os rebeldes , que lutam pela independência do norte e do leste do país , permanece em um impasse .
informou	VERB	0	10	22	1228	0	Quinze voluntários da ONG francesa ' Ação Contra a Fome ( ACF ) ' foram assassinados no nordeste do Sri Lanka , informou hoje um porta-voz da organização . Os crimes aconteceram na cidade de Muttur , que durante as últimas duas semanas vive graves conflitos entre as tropas do Exército do Sri Lanka e a guerrilha dos Tigres de Libertação da Pátria Tâmil ( LTTE ) . Ainda não se sabe quem cometeu os assassinatos dos funcionários da organização francesa . O violento conflito começou em 26 de julho , quando as tropas aéreas do governo O governo diz estar comprometido com a trégua , mas a situação política com os rebeldes , que lutam pela independência do norte e do leste do país , permanece em um impasse .
hoje	ADV	0	10	23	1229	0	Quinze voluntários da ONG francesa ' Ação Contra a Fome ( ACF ) ' foram assassinados no nordeste do Sri Lanka , informou hoje um porta-voz da organização . Os crimes aconteceram na cidade de Muttur , que durante as últimas duas semanas vive graves conflitos entre as tropas do Exército do Sri Lanka e a guerrilha dos Tigres de Libertação da Pátria Tâmil ( LTTE ) . Ainda não se sabe quem cometeu os assassinatos dos funcionários da organização francesa . O violento conflito começou em 26 de julho , quando as tropas aéreas do governo O governo diz estar comprometido com a trégua , mas a situação política com os rebeldes , que lutam pela independência do norte e do leste do país , permanece em um impasse .
um	DET	0	10	24	1230	0	Quinze voluntários da ONG francesa ' Ação Contra a Fome ( ACF ) ' foram assassinados no nordeste do Sri Lanka , informou hoje um porta-voz da organização . Os crimes aconteceram na cidade de Muttur , que durante as últimas duas semanas vive graves conflitos entre as tropas do Exército do Sri Lanka e a guerrilha dos Tigres de Libertação da Pátria Tâmil ( LTTE ) . Ainda não se sabe quem cometeu os assassinatos dos funcionários da organização francesa . O violento conflito começou em 26 de julho , quando as tropas aéreas do governo O governo diz estar comprometido com a trégua , mas a situação política com os rebeldes , que lutam pela independência do norte e do leste do país , permanece em um impasse .
porta-voz	NOUN	1	10	25	1231	0	Quinze voluntários da ONG francesa ' Ação Contra a Fome ( ACF ) ' foram assassinados no nordeste do Sri Lanka , informou hoje um porta-voz da organização . Os crimes aconteceram na cidade de Muttur , que durante as últimas duas semanas vive graves conflitos entre as tropas do Exército do Sri Lanka e a guerrilha dos Tigres de Libertação da Pátria Tâmil ( LTTE ) . Ainda não se sabe quem cometeu os assassinatos dos funcionários da organização francesa . O violento conflito começou em 26 de julho , quando as tropas aéreas do governo O governo diz estar comprometido com a trégua , mas a situação política com os rebeldes , que lutam pela independência do norte e do leste do país , permanece em um impasse .
da	ADP	0	10	26	1232	0	Quinze voluntários da ONG francesa ' Ação Contra a Fome ( ACF ) ' foram assassinados no nordeste do Sri Lanka , informou hoje um porta-voz da organização . Os crimes aconteceram na cidade de Muttur , que durante as últimas duas semanas vive graves conflitos entre as tropas do Exército do Sri Lanka e a guerrilha dos Tigres de Libertação da Pátria Tâmil ( LTTE ) . Ainda não se sabe quem cometeu os assassinatos dos funcionários da organização francesa . O violento conflito começou em 26 de julho , quando as tropas aéreas do governo O governo diz estar comprometido com a trégua , mas a situação política com os rebeldes , que lutam pela independência do norte e do leste do país , permanece em um impasse .
organização	NOUN	0	10	27	1233	0	Quinze voluntários da ONG francesa ' Ação Contra a Fome ( ACF ) ' foram assassinados no nordeste do Sri Lanka , informou hoje um porta-voz da organização . Os crimes aconteceram na cidade de Muttur , que durante as últimas duas semanas vive graves conflitos entre as tropas do Exército do Sri Lanka e a guerrilha dos Tigres de Libertação da Pátria Tâmil ( LTTE ) . Ainda não se sabe quem cometeu os assassinatos dos funcionários da organização francesa . O violento conflito começou em 26 de julho , quando as tropas aéreas do governo O governo diz estar comprometido com a trégua , mas a situação política com os rebeldes , que lutam pela independência do norte e do leste do país , permanece em um impasse .
.	PUNCT	0	10	28	1234	0	Quinze voluntários da ONG francesa ' Ação Contra a Fome ( ACF ) ' foram assassinados no nordeste do Sri Lanka , informou hoje um porta-voz da organização . Os crimes aconteceram na cidade de Muttur , que durante as últimas duas semanas vive graves conflitos entre as tropas do Exército do Sri Lanka e a guerrilha dos Tigres de Libertação da Pátria Tâmil ( LTTE ) . Ainda não se sabe quem cometeu os assassinatos dos funcionários da organização francesa . O violento conflito começou em 26 de julho , quando as tropas aéreas do governo O governo diz estar comprometido com a trégua , mas a situação política com os rebeldes , que lutam pela independência do norte e do leste do país , permanece em um impasse .
Os	DET	0	10	29	1235	0	Quinze voluntários da ONG francesa ' Ação Contra a Fome ( ACF ) ' foram assassinados no nordeste do Sri Lanka , informou hoje um porta-voz da organização . Os crimes aconteceram na cidade de Muttur , que durante as últimas duas semanas vive graves conflitos entre as tropas do Exército do Sri Lanka e a guerrilha dos Tigres de Libertação da Pátria Tâmil ( LTTE ) . Ainda não se sabe quem cometeu os assassinatos dos funcionários da organização francesa . O violento conflito começou em 26 de julho , quando as tropas aéreas do governo O governo diz estar comprometido com a trégua , mas a situação política com os rebeldes , que lutam pela independência do norte e do leste do país , permanece em um impasse .
crimes	NOUN	0	10	30	1236	0	Quinze voluntários da ONG francesa ' Ação Contra a Fome ( ACF ) ' foram assassinados no nordeste do Sri Lanka , informou hoje um porta-voz da organização . Os crimes aconteceram na cidade de Muttur , que durante as últimas duas semanas vive graves conflitos entre as tropas do Exército do Sri Lanka e a guerrilha dos Tigres de Libertação da Pátria Tâmil ( LTTE ) . Ainda não se sabe quem cometeu os assassinatos dos funcionários da organização francesa . O violento conflito começou em 26 de julho , quando as tropas aéreas do governo O governo diz estar comprometido com a trégua , mas a situação política com os rebeldes , que lutam pela independência do norte e do leste do país , permanece em um impasse .
aconteceram	VERB	0	10	31	1237	0	Quinze voluntários da ONG francesa ' Ação Contra a Fome ( ACF ) ' foram assassinados no nordeste do Sri Lanka , informou hoje um porta-voz da organização . Os crimes aconteceram na cidade de Muttur , que durante as últimas duas semanas vive graves conflitos entre as tropas do Exército do Sri Lanka e a guerrilha dos Tigres de Libertação da Pátria Tâmil ( LTTE ) . Ainda não se sabe quem cometeu os assassinatos dos funcionários da organização francesa . O violento conflito começou em 26 de julho , quando as tropas aéreas do governo O governo diz estar comprometido com a trégua , mas a situação política com os rebeldes , que lutam pela independência do norte e do leste do país , permanece em um impasse .
na	ADP	0	10	32	1238	0	Quinze voluntários da ONG francesa ' Ação Contra a Fome ( ACF ) ' foram assassinados no nordeste do Sri Lanka , informou hoje um porta-voz da organização . Os crimes aconteceram na cidade de Muttur , que durante as últimas duas semanas vive graves conflitos entre as tropas do Exército do Sri Lanka e a guerrilha dos Tigres de Libertação da Pátria Tâmil ( LTTE ) . Ainda não se sabe quem cometeu os assassinatos dos funcionários da organização francesa . O violento conflito começou em 26 de julho , quando as tropas aéreas do governo O governo diz estar comprometido com a trégua , mas a situação política com os rebeldes , que lutam pela independência do norte e do leste do país , permanece em um impasse .
cidade	NOUN	0	10	33	1239	0	Quinze voluntários da ONG francesa ' Ação Contra a Fome ( ACF ) ' foram assassinados no nordeste do Sri Lanka , informou hoje um porta-voz da organização . Os crimes aconteceram na cidade de Muttur , que durante as últimas duas semanas vive graves conflitos entre as tropas do Exército do Sri Lanka e a guerrilha dos Tigres de Libertação da Pátria Tâmil ( LTTE ) . Ainda não se sabe quem cometeu os assassinatos dos funcionários da organização francesa . O violento conflito começou em 26 de julho , quando as tropas aéreas do governo O governo diz estar comprometido com a trégua , mas a situação política com os rebeldes , que lutam pela independência do norte e do leste do país , permanece em um impasse .
de	ADP	0	10	34	1240	0	Quinze voluntários da ONG francesa ' Ação Contra a Fome ( ACF ) ' foram assassinados no nordeste do Sri Lanka , informou hoje um porta-voz da organização . Os crimes aconteceram na cidade de Muttur , que durante as últimas duas semanas vive graves conflitos entre as tropas do Exército do Sri Lanka e a guerrilha dos Tigres de Libertação da Pátria Tâmil ( LTTE ) . Ainda não se sabe quem cometeu os assassinatos dos funcionários da organização francesa . O violento conflito começou em 26 de julho , quando as tropas aéreas do governo O governo diz estar comprometido com a trégua , mas a situação política com os rebeldes , que lutam pela independência do norte e do leste do país , permanece em um impasse .
Muttur	PROPN	1	10	35	1241	0	Quinze voluntários da ONG francesa ' Ação Contra a Fome ( ACF ) ' foram assassinados no nordeste do Sri Lanka , informou hoje um porta-voz da organização . Os crimes aconteceram na cidade de Muttur , que durante as últimas duas semanas vive graves conflitos entre as tropas do Exército do Sri Lanka e a guerrilha dos Tigres de Libertação da Pátria Tâmil ( LTTE ) . Ainda não se sabe quem cometeu os assassinatos dos funcionários da organização francesa . O violento conflito começou em 26 de julho , quando as tropas aéreas do governo O governo diz estar comprometido com a trégua , mas a situação política com os rebeldes , que lutam pela independência do norte e do leste do país , permanece em um impasse .
,	PUNCT	0	10	36	1242	0	Quinze voluntários da ONG francesa ' Ação Contra a Fome ( ACF ) ' foram assassinados no nordeste do Sri Lanka , informou hoje um porta-voz da organização . Os crimes aconteceram na cidade de Muttur , que durante as últimas duas semanas vive graves conflitos entre as tropas do Exército do Sri Lanka e a guerrilha dos Tigres de Libertação da Pátria Tâmil ( LTTE ) . Ainda não se sabe quem cometeu os assassinatos dos funcionários da organização francesa . O violento conflito começou em 26 de julho , quando as tropas aéreas do governo O governo diz estar comprometido com a trégua , mas a situação política com os rebeldes , que lutam pela independência do norte e do leste do país , permanece em um impasse .
que	PRON	0	10	37	1243	0	Quinze voluntários da ONG francesa ' Ação Contra a Fome ( ACF ) ' foram assassinados no nordeste do Sri Lanka , informou hoje um porta-voz da organização . Os crimes aconteceram na cidade de Muttur , que durante as últimas duas semanas vive graves conflitos entre as tropas do Exército do Sri Lanka e a guerrilha dos Tigres de Libertação da Pátria Tâmil ( LTTE ) . Ainda não se sabe quem cometeu os assassinatos dos funcionários da organização francesa . O violento conflito começou em 26 de julho , quando as tropas aéreas do governo O governo diz estar comprometido com a trégua , mas a situação política com os rebeldes , que lutam pela independência do norte e do leste do país , permanece em um impasse .
